Wavenumber,RedSpruce_Abs,RedSpruce_Abs,RedSpruce_Abs,Lodgepole_Abs,Lodgepole_Abs,Lodgepole_Abs,GreenSpruce_Abs,GreenSpruce_Abs,GreenSpruce_Abs
909.2722,0.285321368,0.29819699,0.307784065,0.375548872,0.382817121,0.388626994,0.379249391,0.364239782,0.32497561
910.2364,0.289780728,0.302959675,0.312052685,0.385795887,0.393062408,0.399293982,0.386974021,0.372031235,0.33243448
911.2006,0.295047278,0.308490859,0.317169819,0.39667354,0.404001642,0.410541061,0.395219906,0.380388372,0.34046794
912.1649,0.301201957,0.314895685,0.323231641,0.408202123,0.415624446,0.422368477,0.404061041,0.389356128,0.349118093
913.1291,0.30826334,0.322232179,0.330289857,0.420376129,0.427902746,0.434751829,0.413541549,0.398948964,0.358398487
914.0933,0.316191272,0.330468307,0.338304413,0.433120653,0.440749738,0.447622622,0.423634526,0.409107486,0.368255215
915.0576,0.324855369,0.339475204,0.347139837,0.446275611,0.454014926,0.460840631,0.434247088,0.419712684,0.378578502
916.0218,0.33409138,0.349058737,0.356605715,0.459635082,0.46749615,0.474240985,0.445240967,0.430616932,0.389240499
916.986,0.343735679,0.359025487,0.366493498,0.472986374,0.480985596,0.487626675,0.456482533,0.441693769,0.40012096
917.9503,0.353653133,0.369200192,0.376630211,0.486151869,0.494307291,0.50084851,0.467880844,0.452867033,0.41116772
918.9145,0.363760221,0.379471428,0.386894931,0.499018336,0.507331259,0.513789439,0.479392713,0.464121376,0.42236989
919.8787,0.373993043,0.389752694,0.397204309,0.511523397,0.51998131,0.526351079,0.491010633,0.475483104,0.433752115
920.843,0.384297194,0.399993795,0.407503672,0.523649762,0.532223713,0.538473901,0.502756206,0.486985974,0.445339041
921.8072,0.39462477,0.410153918,0.417757035,0.535391928,0.544051625,0.550100629,0.514640574,0.498657489,0.457131998
922.7714,0.404928491,0.420215146,0.427965983,0.546782712,0.555503497,0.561210586,0.526683399,0.510520227,0.469127701
923.7357,0.415237057,0.43021403,0.438196906,0.557915052,0.566692088,0.571869769,0.538933443,0.522630304,0.481340322
924.6999,0.425647401,0.440273155,0.448596651,0.568963821,0.577831345,0.582257009,0.55148141,0.535082289,0.493848001
925.6641,0.436354433,0.450584404,0.459395964,0.580199826,0.589220848,0.592662456,0.564471143,0.548034766,0.506778379
926.6284,0.447593424,0.46138202,0.470852892,0.591948991,0.601200517,0.603447988,0.578062008,0.561661218,0.520306231
927.5926,0.459601399,0.472901559,0.483212181,0.604533993,0.614107433,0.614995671,0.592406801,0.576134464,0.534607456
928.5568,0.472540023,0.485296574,0.496611367,0.618203095,0.628185979,0.62757772,0.607587273,0.591542291,0.549797474
929.5211,0.486464117,0.498615717,0.511081267,0.633064267,0.643534052,0.641349795,0.623601736,0.607870016,0.565892205
930.4853,0.501335271,0.512826247,0.526541772,0.649086954,0.660102347,0.656287494,0.640370141,0.625024045,0.582828386
931.4495,0.517084838,0.527847708,0.542888573,0.666156167,0.677765845,0.672304389,0.657801543,0.642879778,0.600503228
932.4138,0.533656038,0.543631924,0.560048522,0.68412184,0.69637193,0.689269222,0.67581858,0.661338696,0.618820927
933.378,0.551072199,0.5601865,0.57803279,0.702873255,0.715822467,0.707091841,0.694411056,0.680374274,0.637751388
934.3422,0.569397637,0.577592363,0.596924313,0.722360553,0.736077359,0.72574858,0.713623854,0.700022133,0.65729831
935.3065,0.588741783,0.595940528,0.616836359,0.742583984,0.757155949,0.745254629,0.733515437,0.72035329,0.677509033
936.2707,0.60915883,0.615299121,0.637848491,0.763560592,0.779072626,0.76562145,0.754116362,0.741412015,0.698398851
937.2349,0.630648986,0.635676446,0.659971945,0.785278097,0.801821257,0.78682239,0.775405535,0.76319108,0.71994004
938.1992,0.653119858,0.657018273,0.683135226,0.807701677,0.825329898,0.808779987,0.797305592,0.785616184,0.742054252
939.1634,0.676442811,0.679233362,0.707208315,0.830763197,0.849515278,0.831395124,0.819711263,0.808590009,0.764645056
940.1276,0.70050883,0.702263447,0.732105928,0.854455391,0.874328807,0.854611258,0.842564588,0.832051296,0.787667271
941.0919,0.725263512,0.72609666,0.757778634,0.878806063,0.899791951,0.878437603,0.865858055,0.856000267,0.811138562
942.0561,0.750734933,0.750789025,0.784250841,0.90392495,0.926014633,0.902984247,0.889662971,0.880507277,0.83514405
943.0203,0.776980286,0.776417433,0.811580665,0.929945075,0.953154192,0.928400872,0.914068845,0.905671288,0.859806139
943.9846,0.804061514,0.803014396,0.839809677,0.956986933,0.981367968,0.954828192,0.939155482,0.931561454,0.885219305
944.9488,0.831987695,0.830547178,0.868915404,0.985112665,1.010746776,0.982349399,0.9649418,0.958190375,0.911412806
945.913,0.860723424,0.858913131,0.89881808,1.014299971,1.041299346,1.010952785,0.991387301,0.985485616,0.938337969
946.8773,0.890190551,0.88797128,0.929426908,1.044486467,1.072964348,1.040566864,1.018418498,1.013352382,0.965907719
947.8415,0.920331676,0.91761425,0.960664262,1.075599013,1.105654266,1.071107461,1.045968934,1.041702671,0.994046573
948.8057,0.95114463,0.947795877,0.992522074,1.107595267,1.139301401,1.102494126,1.074021395,1.070518074,1.022721569
949.77,0.982639119,0.978534551,1.025047432,1.140450425,1.173861407,1.13469124,1.102597472,1.099837936,1.051950373
950.7342,1.01483847,1.009868142,1.058297833,1.174136438,1.209289229,1.167656469,1.131719967,1.129727022,1.081762243
951.6984,1.047702527,1.041794867,1.09226797,1.208553347,1.245481076,1.20129143,1.161373606,1.160211638,1.112148658
952.6627,1.081086658,1.074212077,1.126831194,1.243488456,1.282235502,1.235396126,1.191461615,1.191223072,1.143024287
953.6269,1.114764879,1.10691557,1.161763725,1.278623116,1.319242074,1.26967717,1.221822462,1.222606251,1.174222871
954.5911,1.148447721,1.139633245,1.19675691,1.313589311,1.356140121,1.303788118,1.252256534,1.254128519,1.205522917
955.5554,1.181881331,1.172103086,1.23151037,1.348056601,1.392594445,1.3374154,1.282601084,1.285579572,1.236746571
956.5196,1.214880089,1.204120893,1.265805838,1.381796525,1.42837529,1.370355291,1.312758612,1.316806204,1.267783437
957.4838,1.247344477,1.23557393,1.299497364,1.414749205,1.463400096,1.402536308,1.342717724,1.347743428,1.298607537
958.4481,1.279234339,1.26641603,1.33251897,1.446970001,1.497717929,1.434012494,1.37250583,1.378398917,1.329255739
959.4123,1.310518391,1.296620515,1.364842668,1.478606229,1.531457819,1.464908881,1.402151557,1.408796452,1.359771266
960.3765,1.341137481,1.326145254,1.396394206,1.509803439,1.564762244,1.495351241,1.431627987,1.438943707,1.390154326
961.3408,1.371008711,1.354940046,1.427121396,1.54068463,1.597765191,1.525459367,1.460888795,1.468818544,1.420361484
962.305,1.400084178,1.382972162,1.456996249,1.571362048,1.630595689,1.555346339,1.489877232,1.498414937,1.450345189
963.2692,1.428416325,1.410324541,1.486104458,1.60199627,1.663445046,1.585185747,1.518622651,1.52779086,1.480117867
964.2335,1.456211933,1.437199144,1.514664085,1.632807999,1.696572504,1.615231878,1.547261121,1.557104891,1.509798432
965.1977,1.483800628,1.463926354,1.543033214,1.664092361,1.730300287,1.64580403,1.576023074,1.586613692,1.539609916
966.1619,1.511576765,1.49088767,1.571598123,1.696157739,1.764968311,1.67724615,1.605184291,1.6165988,1.569817868
967.1262,1.539899088,1.518428278,1.600725787,1.729272434,1.800850682,1.709827469,1.634966219,1.647300768,1.600665147
968.0904,1.56900462,1.54676963,1.630630892,1.763578756,1.838082797,1.743684975,1.665496449,1.678847708,1.632292735
969.0546,1.599007539,1.57601282,1.66141292,1.799114527,1.876660648,1.778827878,1.69679075,1.711254742,1.66474099
970.0189,1.629927047,1.60616413,1.693088623,1.8358349,1.91650592,1.815175731,1.728812495,1.744475517,1.69798219
970.9831,1.661791222,1.637243283,1.72569068,1.873714334,1.95755233,1.852668265,1.761555393,1.778487238,1.732007186
971.9473,1.694685749,1.669327166,1.759321332,1.912795665,1.999846818,1.891314692,1.795093419,1.813351605,1.766884269
972.9116,1.728781792,1.702581426,1.794184851,1.953231953,2.043550971,1.931243774,1.829605333,1.849245826,1.802770758
973.8758,1.764290257,1.737219447,1.830526257,1.995228138,2.088921199,1.972640316,1.865315748,1.886393029,1.839877463
974.84,1.801363312,1.773402842,1.868533278,2.038944798,2.136184899,2.015654,1.902407304,1.924985326,1.878386141
975.8043,1.840041529,1.811170166,1.908264029,2.084424764,2.185433597,2.060317948,1.940950095,1.965099321,1.918366829
976.7685,1.880212896,1.850426162,1.949621582,2.131557324,2.236577656,2.106509129,1.980875739,2.006665645,1.9597615
977.7327,1.921647303,1.89094512,1.992380014,2.180092201,2.289364675,2.153979727,2.022000141,2.049492625,2.002406267
978.697,1.96407665,1.932469055,2.036261006,2.229718998,2.343440349,2.202431116,2.064106215,2.09334015,2.046100585
979.6612,2.007258333,1.974757465,2.081015959,2.280146625,2.398458159,2.251611751,2.106989755,2.137989807,2.090660737
980.6254,2.050993109,2.017629021,2.126432738,2.33113483,2.454116874,2.301333589,2.150482187,2.183270417,2.135949023
981.5897,2.095081736,2.060904411,2.172299209,2.382465904,2.510142865,2.35142652,2.194411055,2.229020115,2.181822503
982.5539,2.139283985,2.104353221,2.218339195,2.433893854,2.566240563,2.401692796,2.238531404,2.27503912,2.228067786
983.5181,2.183232029,2.147638789,2.26416407,2.485078218,2.622034433,2.451815858,2.282488382,2.321016526,2.274358635
984.4824,2.226496311,2.19032359,2.309285936,2.535593357,2.677061899,2.501365579,2.32583788,2.366561313,2.32026233
985.4466,2.268618156,2.23195531,2.353219032,2.584992862,2.730840567,2.549863271,2.368133142,2.411255726,2.365324572
986.4108,2.309281975,2.272189216,2.395618856,2.632943787,2.783005518,2.596923637,2.409054243,2.454785132,2.409198178
987.3751,2.348376379,2.310888361,2.436369792,2.679301075,2.833406257,2.642334725,2.448488878,2.497013748,2.4517245
988.3393,2.386043417,2.348165269,2.47563689,2.724151922,2.882144215,2.686125927,2.486574353,2.538024975,2.492986909
989.3035,2.422591967,2.384316709,2.513776092,2.767722041,2.929501987,2.728488767,2.523601964,2.578044459,2.533230011
990.2678,2.458411637,2.419728208,2.551223315,2.810292256,2.975810998,2.769671555,2.559919278,2.617351875,2.572759509
991.232,2.493851049,2.454752351,2.588366978,2.852042457,3.021323414,2.809844153,2.595807191,2.656166625,2.611828107
992.1962,2.529178717,2.489683888,2.625507871,2.893017982,3.066128637,2.849057616,2.631438633,2.694628656,2.650601854
993.1605,2.564629913,2.5247631,2.662877845,2.93316897,3.110205673,2.887261381,2.666924446,2.732822024,2.689187445
994.1247,2.600486775,2.560267934,2.700757768,2.972472391,3.153541313,2.924431045,2.702405816,2.770891609,2.727727605
995.0889,2.637146034,2.596569796,2.739520132,3.011028696,3.196237697,2.960641572,2.738127469,2.809091005,2.766477415
996.0532,2.675111272,2.634126835,2.77966152,3.049106185,3.23856256,2.99616817,2.774448615,2.847806077,2.805805421
997.0174,2.714887817,2.67339452,2.821669628,3.087082657,3.280899693,3.031366001,2.811762693,2.887455573,2.846117948
997.9816,2.756846285,2.714695841,2.865927975,3.125336641,3.323614488,3.066617867,2.850382342,2.928363882,2.887725937
998.9459,2.801086606,2.758107678,2.912536045,3.164101362,3.366925851,3.102172076,2.890414519,2.970656043,2.930739575
999.9101,2.847401793,2.803421814,2.961292115,3.203416421,3.41083331,3.138108831,2.93172294,3.014208664,2.975027514
1000.874,2.895328423,2.850206114,3.011738003,3.243158578,3.455155941,3.174346938,2.973996685,3.058721362,3.020275112
1001.839,2.944309039,2.897957315,3.063311269,3.283165888,3.499669879,3.210761349,3.016880013,3.103859968,3.066122198
1002.803,2.993805048,2.946212885,3.115486395,3.323315515,3.544219448,3.247293069,3.060082852,3.149359099,3.112290298
1003.767,3.0434125,2.994632084,3.167851788,3.363619906,3.588798509,3.283974459,3.103452282,3.195092378,3.158624396
1004.731,3.092832221,3.042980911,3.22012341,3.404156724,3.633508969,3.320916101,3.146941736,3.241026271,3.205073863
1005.695,3.141795903,3.091037466,3.272036526,3.444983588,3.678433623,3.358162825,3.190491066,3.287099299,3.251561891
1006.66,3.189985074,3.13849731,3.323284334,3.48602025,3.723532368,3.395636412,3.233947338,3.333125464,3.297896802
1007.624,3.237006187,3.184948582,3.373451829,3.52701135,3.768558472,3.433071891,3.277011032,3.378766947,3.343735741
1008.588,3.282460041,3.229957737,3.422127419,3.567593551,3.813151259,3.470092171,3.319319652,3.423603009,3.388661837
1009.552,3.326056958,3.27318184,3.468991215,3.607423643,3.856932834,3.50635355,3.360549158,3.467268495,3.432320716
1010.517,3.367732528,3.314487913,3.513932211,3.64628359,3.899680513,3.541643318,3.400546603,3.509588585,3.474532922
1011.481,3.407627443,3.353976502,3.557064871,3.684130977,3.941345007,3.575935599,3.439336534,3.550579439,3.51533092
1012.445,3.446028703,3.391910019,3.598642201,3.721053401,3.982024205,3.609340463,3.477070649,3.590412763,3.554889628
1013.409,3.483173748,3.428534577,3.63887654,3.757105977,4.021794536,3.641965503,3.513878957,3.629224557,3.593352192
1014.374,3.519116886,3.463933041,3.677800278,3.792205946,4.060575554,3.673756412,3.549722988,3.666983451,3.630694522
1015.338,3.553666394,3.497973983,3.715210752,3.826065389,4.098069583,3.704478101,3.584376994,3.703446652,3.666668027
1016.302,3.586487181,3.530363037,3.750740492,3.858278378,4.133835268,3.733750494,3.617474581,3.738223223,3.70087155
1017.266,3.61724208,3.560801647,3.784031,3.888464125,4.167437395,3.761214945,3.648674244,3.770955462,3.732926276
1018.231,3.645750332,3.589118493,3.814883026,3.916394568,4.198621432,3.786637823,3.677786152,3.801444323,3.762602125
1019.195,3.672031542,3.615315301,3.843300729,3.942039827,4.227344463,3.809984285,3.704798019,3.829696664,3.789875699
1020.159,3.696239739,3.63952133,3.86945714,3.965520061,4.25372136,3.831349457,3.72983436,3.855850647,3.814864309
1021.123,3.718505515,3.661817273,3.893498415,3.986922954,4.277843411,3.850817023,3.752974735,3.880001289,3.837653493
1022.087,3.738776634,3.682114375,3.915405252,4.006160826,4.299608713,3.868321232,3.774110487,3.902036808,3.858152473
1023.052,3.75677261,3.700104128,3.934923243,4.02294298,4.318675691,3.883604544,3.792927588,3.921605387,3.876059599
1024.016,3.772059538,3.715352545,3.951629113,4.036836208,4.334536494,3.896282434,3.808953903,3.938197827,3.890934251
1024.98,3.784233464,3.727468413,3.96511954,4.047467143,4.346728536,3.906019656,3.821762863,3.951352392,3.902387493
1025.944,3.793075944,3.736252023,3.975146336,4.054632866,4.354992812,3.912660797,3.831113866,3.960815711,3.910229043
1026.909,3.798593795,3.741745871,3.981667435,4.058375871,4.359325302,3.9162711,3.836997516,3.966601117,3.914511625
1027.873,3.800944338,3.744139326,3.984786273,4.058861692,4.359886901,3.917018949,3.839556799,3.968901783,3.91543703
1028.837,3.800276853,3.74361206,3.984598666,4.056210485,4.356794603,3.915053269,3.838937553,3.967924798,3.913187163
1029.801,3.796581843,3.740184249,3.981049461,4.05035461,4.349963487,3.910317276,3.835143663,3.96371115,3.907774241
1030.766,3.789673797,3.733672446,3.973928376,4.040968296,4.33904773,3.902532512,3.828012436,3.956115813,3.899018813
1031.73,3.779280272,3.723818195,3.962950015,4.027605816,4.323569207,3.891290537,3.817322081,3.944897877,3.88666879
1032.694,3.765258498,3.71048243,3.947989583,4.009931376,4.303160865,3.876265073,3.802971998,3.929925358,3.87060931
1033.658,3.747767558,3.693804347,3.929223571,3.987904896,4.277807844,3.857408302,3.78515235,3.911362202,3.851042871
1034.622,3.727306075,3.674270117,3.90720351,3.961887124,4.247943236,3.835013115,3.764390928,3.88971702,3.828521109
1035.587,3.704645422,3.652614149,3.882747725,3.932581919,4.214390989,3.809670773,3.741458354,3.865768848,3.803861359
1036.551,3.680622001,3.629635064,3.856756616,3.90085127,4.17815908,3.782093598,3.717184551,3.840366657,3.777928769
1037.515,3.655969193,3.606022895,3.830037476,3.867541833,4.14024979,3.752968489,3.692299395,3.814268989,3.751463865
1038.479,3.631235484,3.582273897,3.803208021,3.833370095,4.101514441,3.722848355,3.667342321,3.788047799,3.725006062
1039.444,3.606809967,3.558741206,3.776736353,3.798934693,4.062660216,3.692192954,3.642715266,3.762131868,3.698936274
1040.408,3.583039919,3.535739307,3.751043038,3.764781967,4.024329938,3.661457579,3.618768896,3.736910004,3.67360118
1041.372,3.56035005,3.51365765,3.726596178,3.731500536,3.987177714,3.631173714,3.595916795,3.712827756,3.649413116
1042.336,3.539208115,3.492958196,3.703900425,3.699686637,3.951859552,3.601933125,3.574607196,3.690373242,3.626843417
1043.301,3.520060192,3.474070731,3.683399061,3.669863751,3.918912793,3.57428224,3.555242032,3.669969653,3.606320129
1044.265,3.503139589,3.457233098,3.665297555,3.642300145,3.888600245,3.548541859,3.537987646,3.651802728,3.588031075
1045.229,3.488370017,3.44237883,3.649473869,3.6169406,3.860805366,3.524720444,3.522718186,3.635723709,3.571847429
1046.193,3.475345452,3.429132715,3.635486778,3.593381782,3.835029251,3.502480271,3.508985425,3.621246344,3.557294363
1047.157,3.463474669,3.416927899,3.622688231,3.571022446,3.810567065,3.481280381,3.496160682,3.607707394,3.543712006
1048.122,3.452189876,3.405227876,3.610481872,3.54926124,3.786712072,3.460594258,3.483642695,3.594460665,3.530468776
1049.086,3.441102291,3.393687509,3.598458213,3.527662475,3.762958554,3.440055297,3.471011832,3.581077102,3.517138012
1050.05,3.430092883,3.382218134,3.586475912,3.506023126,3.739077451,3.419543445,3.458095659,3.567379997,3.503550737
1051.014,3.419244756,3.370920618,3.574595636,3.484338182,3.715051778,3.399127442,3.444903883,3.553402884,3.489738374
1051.979,3.408671571,3.359926174,3.562888385,3.46260002,3.690869018,3.378878515,3.431465862,3.539194482,3.475739682
1052.943,3.39836445,3.349220512,3.551297649,3.440678591,3.666384368,3.35872295,3.417689905,3.524670399,3.46145968
1053.907,3.388130755,3.338614096,3.539588327,3.418255626,3.641235014,3.338388271,3.403337598,3.509562638,3.446621161
1054.871,3.37765944,3.3277882,3.527407438,3.394902739,3.614932669,3.317444103,3.388079079,3.493513496,3.430855782
1055.836,3.366660518,3.31645443,3.514459211,3.370226503,3.587023229,3.295498424,3.371648757,3.476215847,3.413865388
1056.8,3.354977898,3.304461337,3.500598893,3.34398414,3.55722602,3.27228923,3.35395496,3.457548047,3.395541031
1057.764,3.342644512,3.291857418,3.485900239,3.316168024,3.525524279,3.247792108,3.335110474,3.437614701,3.376013994
1058.728,3.329802822,3.278795991,3.470536981,3.286935983,3.492104829,3.222144539,3.315353972,3.416674771,3.355565331
1059.693,3.316540369,3.265390097,3.454651818,3.256510866,3.457239634,3.195555231,3.294901074,3.394965136,3.334443285
1060.657,3.302793668,3.251583113,3.438199272,3.225053235,3.421144803,3.168156689,3.273838637,3.372591445,3.312751882
1061.621,3.288315468,3.237137074,3.420952513,3.192680721,3.383994641,3.140002208,3.252108686,3.349518575,3.290418159
1062.585,3.272749609,3.221702993,3.402566833,3.159506059,3.345954743,3.111115697,3.229592863,3.325629154,3.267281513
1063.549,3.255813538,3.204988365,3.382791286,3.125774758,3.307324451,3.08162866,3.206273709,3.300904553,3.24326164
1064.514,3.237407216,3.186876255,3.361539682,3.091930124,3.268609258,3.051863377,3.182318321,3.275503401,3.218474113
1065.478,3.217621496,3.167453281,3.338962339,3.058566119,3.230466858,3.022325938,3.158069711,3.249771683,3.193227201
1066.442,3.196665011,3.146911153,3.315301229,3.026313938,3.193589568,2.99360462,3.133933646,3.224104634,3.167912294
1067.406,3.17467785,3.125383017,3.290724569,2.995639547,3.158486908,2.966153706,3.110189548,3.198785436,3.14281743
1068.371,3.151605089,3.102824552,3.26519581,2.966685626,3.125324689,2.940178919,3.086878382,3.173829261,3.117979625
1069.335,3.127148179,3.07897138,3.238413009,2.939246986,3.093881686,2.915531818,3.063741652,3.14895612,3.093153766
1070.299,3.100900784,3.053438263,3.209945272,2.912852534,3.063661334,2.891811419,3.040362395,3.123726605,3.0679195
1071.263,3.072497246,3.025898401,3.179395495,2.886958644,3.034073441,2.868512628,3.016311787,3.097689864,3.041852623
1072.228,3.041778167,2.996214672,3.146558911,2.861091716,3.004612948,2.845177675,2.991310623,3.070562979,3.014691641
1073.192,3.008815405,2.964473722,3.111478286,2.834933832,2.974927007,2.821478796,2.965257595,3.042255997,2.986360771
1074.156,2.973879327,2.930931802,3.074392836,2.808327047,2.94484387,2.797245136,2.938215006,3.012838115,2.956954637
1075.12,2.937257236,2.895865282,3.035570054,2.781171152,2.914248897,2.772339214,2.910254656,2.982391308,2.926581471
1076.084,2.899165201,2.859461775,2.995214007,2.753350912,2.883010461,2.746614583,2.881374607,2.950924893,2.895265712
1077.049,2.859719253,2.821816138,2.95347015,2.724735934,2.8509738,2.719924299,2.851503267,2.918368336,2.862951854
1078.013,2.81901737,2.783008981,2.910452949,2.695223751,2.818019596,2.692143829,2.820574272,2.884661497,2.829585065
1078.977,2.777284805,2.743252165,2.866434713,2.664866852,2.784194771,2.663284631,2.78865962,2.849899655,2.79525473
1079.941,2.734975069,2.702981429,2.821914577,2.633900726,2.749747715,2.633567868,2.756056194,2.814418155,2.760289038
1080.906,2.692757424,2.662848396,2.777606074,2.602733595,2.715115981,2.603381577,2.723264808,2.778763129,2.725224272
1081.87,2.651416054,2.623601411,2.734313088,2.571836686,2.680810784,2.573189999,2.690871085,2.743587982,2.690712599
1082.834,2.611691456,2.585926392,2.69277121,2.54158816,2.64725694,2.543387147,2.659397187,2.70945375,2.657312997
1083.798,2.574113118,2.550293371,2.65349061,2.512163381,2.614660378,2.5141643,2.629155519,2.676699504,2.625378094
1084.763,2.538998895,2.516958577,2.616754625,2.483549698,2.583025559,2.485541881,2.600252987,2.645444739,2.595016479
1085.727,2.50647526,2.486006679,2.582677722,2.455634632,2.552239538,2.457437197,2.572650426,2.615644226,2.566182045
1086.691,2.476632126,2.457502265,2.551333656,2.428362943,2.52223247,2.429819865,2.546324739,2.587268415,2.538815798
1087.655,2.449600082,2.431568391,2.522863068,2.401842356,2.493089274,2.4028184,2.521345783,2.560371336,2.51295265
1088.62,2.425559266,2.40840278,2.497463808,2.376353324,2.465071294,2.376725199,2.497900012,2.535137686,2.488741342
1089.584,2.404662272,2.388182907,2.475299981,2.352254348,2.438509292,2.351920818,2.476200527,2.511768162,2.466366198
1090.548,2.386923031,2.370955199,2.45637916,2.329838409,2.413681594,2.328712599,2.456369753,2.490371075,2.445920096
1091.512,2.372120722,2.356532051,2.440458669,2.309225758,2.390677366,2.307238022,2.438349481,2.470857003,2.427307024
1092.477,2.359811013,2.34449187,2.427066248,2.290313551,2.36938218,2.287418887,2.421885688,2.452935566,2.41023581
1093.441,2.349386695,2.334251627,2.415571795,2.272844015,2.349532359,2.269017083,2.406599673,2.436194525,2.394302481
1094.405,2.340249101,2.325236416,2.405359649,2.256536442,2.330843634,2.251763132,2.392134575,2.420248489,2.379114616
1095.369,2.331897231,2.316974194,2.395947222,2.241175384,2.313122814,2.235453801,2.378242028,2.404842222,2.364413852
1096.333,2.323986798,2.309140182,2.387009108,2.22665813,2.296289223,2.219987474,2.364801732,2.389860216,2.35007799
1097.298,2.316239677,2.301490301,2.378299175,2.212919414,2.280302737,2.205300896,2.351728469,2.375241244,2.336046291
1098.262,2.308354958,2.293740094,2.369523756,2.199834242,2.265041924,2.191257568,2.338882224,2.360858118,2.322195835
1099.226,2.299926298,2.28550024,2.360246439,2.187121901,2.250233127,2.177588016,2.32597404,2.346431633,2.308261637
1100.19,2.290424206,2.276252299,2.349890872,2.174343985,2.235413534,2.163864852,2.312569273,2.331516528,2.293814258
1101.155,2.279278506,2.265429419,2.337816578,2.160969259,2.220022883,2.149570537,2.298171337,2.315595126,2.278360027
1102.119,2.266014958,2.252575687,2.323498246,2.146504469,2.203530005,2.134248782,2.282356933,2.298217939,2.261472275
1103.083,2.250350688,2.23742483,2.306618043,2.130601261,2.185567831,2.117594246,2.264872024,2.279111352,2.242898238
1104.047,2.232235832,2.219952643,2.287123575,2.113094294,2.165960152,2.099493357,2.245658403,2.258217611,2.222596018
1105.012,2.211760297,2.200284199,2.265132718,2.093960885,2.14466472,2.07995459,2.224784127,2.235596581,2.200644531
1105.976,2.189052942,2.178574836,2.240801306,2.073188783,2.121672623,2.05899387,2.202305191,2.211324154,2.177132083
1106.94,2.164177553,2.154903231,2.214214124,2.050720232,2.096916135,2.036556908,2.17821592,2.18539685,2.152060781
1107.904,2.137112761,2.129255266,2.185354626,2.026397408,2.070236032,2.012491281,2.152419298,2.157714068,2.125329373
1108.869,2.107827376,2.101572434,2.154175231,2.000037293,2.041466929,1.986605219,2.124804861,2.128153093,2.096798564
1109.833,2.076362406,2.071874928,2.120693888,1.971544968,2.010519243,1.958786132,2.095356823,2.096678037,2.066415262
1110.797,2.042933599,2.040330177,2.085108447,1.941010483,1.97750358,1.929105258,2.064240255,2.063440053,2.034296786
1111.761,2.007913736,2.007275074,2.047788434,1.908726947,1.942734143,1.897840546,2.031790849,2.028759584,2.000739902
1112.725,1.971780069,1.973139303,2.009232986,1.875165336,1.906703469,1.865431338,1.99844908,1.993080033,1.966167066
1113.69,1.934978663,1.938340431,1.969935023,1.840866634,1.869961623,1.832364302,1.96464196,1.956845045,1.931008075
1114.654,1.897844952,1.903179069,1.930270991,1.806332161,1.833002849,1.799070791,1.930687469,1.920391346,1.895599123
1115.618,1.860597059,1.867844829,1.890513195,1.772000186,1.796254078,1.765905972,1.896791419,1.883953921,1.860184968
1116.582,1.823377447,1.832450683,1.850827096,1.738231458,1.760067728,1.733129862,1.863101282,1.847707898,1.824927956
1117.547,1.786342501,1.797129755,1.811388483,1.705356522,1.724773072,1.70100498,1.829764651,1.811828641,1.790008253
1118.511,1.749699441,1.762069697,1.772400068,1.673668769,1.690683899,1.669792318,1.796986976,1.776539236,1.755632872
1119.475,1.713697256,1.72752467,1.734106581,1.643433611,1.658099761,1.639763362,1.765005106,1.742093296,1.722046569
1120.439,1.678561511,1.693732719,1.69671209,1.614826412,1.627232958,1.611142264,1.734020848,1.708703209,1.689450098
1121.404,1.644405855,1.660839063,1.660326198,1.587884606,1.598160124,1.58405406,1.704125514,1.676453051,1.657929356
1122.368,1.611188195,1.628839726,1.624895157,1.562490738,1.570774698,1.558460874,1.675247093,1.645273412,1.627420776
1123.332,1.578758619,1.597617681,1.590277625,1.538436736,1.544870955,1.534215771,1.647199422,1.614976366,1.597744912
1124.296,1.546939049,1.567027687,1.556313655,1.515512164,1.520219612,1.511157358,1.619774885,1.585364433,1.568711484
1125.26,1.51563688,1.536995107,1.522928793,1.493611804,1.496689043,1.489181031,1.592851241,1.556338871,1.540215749
1126.225,1.484915896,1.507584463,1.490216097,1.472803153,1.474324037,1.468346077,1.566465464,1.527961398,1.512326149
1127.189,1.454990444,1.478995539,1.458397583,1.45329694,1.453321623,1.448847735,1.540819154,1.500464423,1.485253188
1128.153,1.426140376,1.451500638,1.427759346,1.435393642,1.433979226,1.430966457,1.516182133,1.474149994,1.459290502
1129.117,1.398624502,1.425329735,1.398546819,1.419358813,1.416572838,1.414962259,1.492820239,1.449295704,1.434715654
1130.082,1.372599204,1.400632072,1.370908213,1.405357646,1.401276748,1.401002024,1.470906265,1.426080638,1.411705318
1131.046,1.348112623,1.377440007,1.344883538,1.393423008,1.388135132,1.389128564,1.450505999,1.404556496,1.39033209
1132.01,1.325166807,1.355739385,1.320474852,1.383499636,1.377095119,1.379293575,1.431635065,1.384717923,1.370601566
1132.974,1.303806869,1.335562486,1.297740065,1.375524903,1.368084527,1.371440269,1.414320631,1.366572371,1.352532948
1133.939,1.284160698,1.3170182,1.276832904,1.369456072,1.361063225,1.365550229,1.39865787,1.350194596,1.336205152
1134.903,1.266435521,1.300306332,1.257983659,1.365290938,1.356039297,1.361633392,1.384796018,1.335720135,1.321746636
