Wavenumber,GreenSpruce_Abs,GreenSpruce_Abs,GreenSpruce_Abs,Lodgepole_Abs,Lodgepole_Abs,Lodgepole_Abs,RedSpruce_Abs,RedSpruce_Abs,RedSpruce_Abs
893.844,4.31E-01,1.37E+00,7.00E-01,5.82E-01,3.73E-01,4.70E-01,5.63E-01,4.91E-01,6.29E-01
894.809,4.38E-01,1.40E+00,7.15E-01,5.95E-01,3.81E-01,4.71E-01,5.71E-01,4.99E-01,6.38E-01
895.773,4.44E-01,1.43E+00,7.30E-01,6.09E-01,3.90E-01,4.74E-01,5.80E-01,5.07E-01,6.47E-01
896.737,4.50E-01,1.47E+00,7.48E-01,6.22E-01,3.98E-01,4.76E-01,5.90E-01,5.16E-01,6.58E-01
897.701,4.57E-01,1.51E+00,7.66E-01,6.35E-01,4.06E-01,4.80E-01,6.00E-01,5.26E-01,6.69E-01
898.666,4.63E-01,1.55E+00,7.86E-01,6.49E-01,4.14E-01,4.84E-01,6.10E-01,5.36E-01,6.80E-01
899.63,4.70E-01,1.59E+00,8.08E-01,6.63E-01,4.22E-01,4.88E-01,6.22E-01,5.47E-01,6.93E-01
900.594,4.78E-01,1.63E+00,8.30E-01,6.77E-01,4.30E-01,4.92E-01,6.34E-01,5.58E-01,7.06E-01
901.558,4.86E-01,1.67E+00,8.53E-01,6.91E-01,4.38E-01,4.96E-01,6.46E-01,5.70E-01,7.19E-01
902.522,4.94E-01,1.71E+00,8.77E-01,7.05E-01,4.46E-01,5.01E-01,6.59E-01,5.83E-01,7.33E-01
903.487,5.04E-01,1.76E+00,9.02E-01,7.19E-01,4.54E-01,5.07E-01,6.73E-01,5.96E-01,7.47E-01
904.451,5.14E-01,1.80E+00,9.28E-01,7.34E-01,4.63E-01,5.13E-01,6.87E-01,6.10E-01,7.62E-01
905.415,5.26E-01,1.84E+00,9.55E-01,7.49E-01,4.72E-01,5.20E-01,7.02E-01,6.25E-01,7.78E-01
906.38,5.38E-01,1.89E+00,9.84E-01,7.66E-01,4.83E-01,5.29E-01,7.18E-01,6.41E-01,7.95E-01
907.344,5.51E-01,1.93E+00,1.01E+00,7.83E-01,4.94E-01,5.39E-01,7.34E-01,6.57E-01,8.14E-01
908.308,5.64E-01,1.97E+00,1.04E+00,8.00E-01,5.06E-01,5.50E-01,7.51E-01,6.74E-01,8.33E-01
909.272,5.77E-01,2.01E+00,1.07E+00,8.17E-01,5.18E-01,5.62E-01,7.68E-01,6.91E-01,8.52E-01
910.236,5.91E-01,2.04E+00,1.09E+00,8.33E-01,5.31E-01,5.75E-01,7.85E-01,7.07E-01,8.71E-01
911.201,6.03E-01,2.07E+00,1.11E+00,8.50E-01,5.44E-01,5.88E-01,8.03E-01,7.23E-01,8.90E-01
912.165,6.16E-01,2.10E+00,1.13E+00,8.65E-01,5.58E-01,6.02E-01,8.20E-01,7.39E-01,9.08E-01
913.129,6.28E-01,2.12E+00,1.15E+00,8.81E-01,5.72E-01,6.15E-01,8.38E-01,7.56E-01,9.26E-01
914.093,6.40E-01,2.15E+00,1.17E+00,8.97E-01,5.86E-01,6.30E-01,8.55E-01,7.72E-01,9.44E-01
915.058,6.52E-01,2.17E+00,1.18E+00,9.13E-01,6.01E-01,6.44E-01,8.72E-01,7.89E-01,9.62E-01
916.022,6.64E-01,2.19E+00,1.20E+00,9.28E-01,6.16E-01,6.59E-01,8.88E-01,8.05E-01,9.78E-01
916.986,6.76E-01,2.20E+00,1.21E+00,9.44E-01,6.31E-01,6.73E-01,9.03E-01,8.21E-01,9.94E-01
917.95,6.88E-01,2.22E+00,1.22E+00,9.58E-01,6.45E-01,6.87E-01,9.17E-01,8.36E-01,1.01E+00
918.914,7.00E-01,2.23E+00,1.23E+00,9.71E-01,6.58E-01,7.00E-01,9.30E-01,8.50E-01,1.02E+00
919.879,7.12E-01,2.25E+00,1.24E+00,9.83E-01,6.70E-01,7.12E-01,9.42E-01,8.63E-01,1.04E+00
920.843,7.25E-01,2.26E+00,1.25E+00,9.94E-01,6.81E-01,7.23E-01,9.54E-01,8.75E-01,1.05E+00
921.807,7.37E-01,2.28E+00,1.26E+00,1.01E+00,6.91E-01,7.32E-01,9.66E-01,8.86E-01,1.06E+00
922.771,7.49E-01,2.30E+00,1.27E+00,1.02E+00,7.01E-01,7.41E-01,9.79E-01,8.97E-01,1.07E+00
923.736,7.62E-01,2.31E+00,1.29E+00,1.03E+00,7.10E-01,7.49E-01,9.91E-01,9.08E-01,1.08E+00
924.7,7.75E-01,2.33E+00,1.30E+00,1.04E+00,7.19E-01,7.56E-01,1.00E+00,9.18E-01,1.09E+00
925.664,7.89E-01,2.35E+00,1.31E+00,1.05E+00,7.28E-01,7.64E-01,1.02E+00,9.29E-01,1.11E+00
926.628,8.04E-01,2.37E+00,1.32E+00,1.06E+00,7.37E-01,7.72E-01,1.03E+00,9.40E-01,1.12E+00
927.593,8.20E-01,2.39E+00,1.34E+00,1.08E+00,7.47E-01,7.82E-01,1.04E+00,9.52E-01,1.14E+00
928.557,8.36E-01,2.41E+00,1.35E+00,1.09E+00,7.57E-01,7.92E-01,1.06E+00,9.66E-01,1.15E+00
929.521,8.53E-01,2.43E+00,1.37E+00,1.11E+00,7.69E-01,8.05E-01,1.07E+00,9.81E-01,1.17E+00
930.485,8.71E-01,2.45E+00,1.39E+00,1.12E+00,7.83E-01,8.19E-01,1.09E+00,9.98E-01,1.18E+00
931.45,8.88E-01,2.48E+00,1.41E+00,1.14E+00,7.97E-01,8.34E-01,1.11E+00,1.02E+00,1.20E+00
932.414,9.06E-01,2.50E+00,1.43E+00,1.16E+00,8.13E-01,8.50E-01,1.13E+00,1.03E+00,1.22E+00
933.378,9.24E-01,2.52E+00,1.45E+00,1.18E+00,8.30E-01,8.67E-01,1.15E+00,1.05E+00,1.24E+00
934.342,9.43E-01,2.54E+00,1.46E+00,1.20E+00,8.47E-01,8.84E-01,1.16E+00,1.07E+00,1.26E+00
935.306,9.61E-01,2.56E+00,1.48E+00,1.22E+00,8.64E-01,9.03E-01,1.18E+00,1.09E+00,1.28E+00
936.271,9.80E-01,2.58E+00,1.50E+00,1.24E+00,8.83E-01,9.22E-01,1.20E+00,1.11E+00,1.30E+00
937.235,1.00E+00,2.60E+00,1.53E+00,1.26E+00,9.01E-01,9.42E-01,1.22E+00,1.13E+00,1.32E+00
938.199,1.02E+00,2.62E+00,1.55E+00,1.28E+00,9.20E-01,9.63E-01,1.25E+00,1.15E+00,1.34E+00
939.163,1.04E+00,2.64E+00,1.57E+00,1.30E+00,9.40E-01,9.86E-01,1.27E+00,1.17E+00,1.36E+00
940.128,1.06E+00,2.66E+00,1.59E+00,1.32E+00,9.59E-01,1.01E+00,1.29E+00,1.20E+00,1.39E+00
941.092,1.08E+00,2.68E+00,1.61E+00,1.34E+00,9.80E-01,1.03E+00,1.31E+00,1.22E+00,1.41E+00
942.056,1.10E+00,2.70E+00,1.63E+00,1.36E+00,1.00E+00,1.06E+00,1.34E+00,1.24E+00,1.43E+00
943.02,1.12E+00,2.72E+00,1.66E+00,1.39E+00,1.02E+00,1.08E+00,1.36E+00,1.26E+00,1.45E+00
943.985,1.14E+00,2.74E+00,1.68E+00,1.41E+00,1.04E+00,1.11E+00,1.38E+00,1.28E+00,1.48E+00
944.949,1.16E+00,2.76E+00,1.71E+00,1.44E+00,1.07E+00,1.14E+00,1.41E+00,1.31E+00,1.50E+00
945.913,1.19E+00,2.79E+00,1.74E+00,1.47E+00,1.09E+00,1.17E+00,1.44E+00,1.33E+00,1.53E+00
946.877,1.21E+00,2.82E+00,1.76E+00,1.50E+00,1.12E+00,1.20E+00,1.46E+00,1.36E+00,1.56E+00
947.842,1.23E+00,2.85E+00,1.79E+00,1.53E+00,1.15E+00,1.23E+00,1.49E+00,1.39E+00,1.58E+00
948.806,1.26E+00,2.88E+00,1.82E+00,1.56E+00,1.18E+00,1.27E+00,1.52E+00,1.41E+00,1.61E+00
949.77,1.28E+00,2.91E+00,1.85E+00,1.59E+00,1.21E+00,1.30E+00,1.55E+00,1.44E+00,1.64E+00
950.734,1.31E+00,2.94E+00,1.88E+00,1.62E+00,1.24E+00,1.33E+00,1.58E+00,1.47E+00,1.67E+00
951.698,1.33E+00,2.97E+00,1.91E+00,1.66E+00,1.27E+00,1.36E+00,1.61E+00,1.50E+00,1.70E+00
952.663,1.36E+00,3.01E+00,1.94E+00,1.69E+00,1.30E+00,1.40E+00,1.64E+00,1.53E+00,1.72E+00
953.627,1.38E+00,3.05E+00,1.97E+00,1.72E+00,1.33E+00,1.43E+00,1.67E+00,1.56E+00,1.75E+00
954.591,1.41E+00,3.09E+00,2.00E+00,1.76E+00,1.36E+00,1.46E+00,1.70E+00,1.58E+00,1.78E+00
955.555,1.43E+00,3.13E+00,2.03E+00,1.79E+00,1.39E+00,1.48E+00,1.72E+00,1.61E+00,1.81E+00
956.52,1.46E+00,3.17E+00,2.06E+00,1.83E+00,1.42E+00,1.51E+00,1.75E+00,1.64E+00,1.84E+00
957.484,1.49E+00,3.22E+00,2.09E+00,1.86E+00,1.45E+00,1.53E+00,1.78E+00,1.66E+00,1.86E+00
958.448,1.52E+00,3.27E+00,2.12E+00,1.89E+00,1.48E+00,1.55E+00,1.81E+00,1.69E+00,1.89E+00
959.412,1.54E+00,3.31E+00,2.15E+00,1.93E+00,1.50E+00,1.57E+00,1.84E+00,1.71E+00,1.92E+00
960.376,1.57E+00,3.36E+00,2.19E+00,1.96E+00,1.52E+00,1.59E+00,1.87E+00,1.74E+00,1.94E+00
961.341,1.60E+00,3.42E+00,2.22E+00,2.00E+00,1.55E+00,1.61E+00,1.90E+00,1.76E+00,1.97E+00
962.305,1.63E+00,3.47E+00,2.25E+00,2.03E+00,1.57E+00,1.62E+00,1.93E+00,1.79E+00,2.00E+00
963.269,1.66E+00,3.53E+00,2.29E+00,2.07E+00,1.60E+00,1.65E+00,1.95E+00,1.81E+00,2.02E+00
964.234,1.69E+00,3.58E+00,2.33E+00,2.11E+00,1.62E+00,1.67E+00,1.98E+00,1.83E+00,2.05E+00
965.198,1.71E+00,3.64E+00,2.36E+00,2.14E+00,1.65E+00,1.69E+00,2.02E+00,1.86E+00,2.08E+00
966.162,1.74E+00,3.70E+00,2.40E+00,2.18E+00,1.68E+00,1.72E+00,2.05E+00,1.89E+00,2.11E+00
967.126,1.77E+00,3.76E+00,2.44E+00,2.22E+00,1.71E+00,1.75E+00,2.08E+00,1.91E+00,2.14E+00
968.09,1.81E+00,3.83E+00,2.48E+00,2.27E+00,1.74E+00,1.78E+00,2.12E+00,1.94E+00,2.17E+00
969.055,1.84E+00,3.89E+00,2.53E+00,2.31E+00,1.77E+00,1.81E+00,2.15E+00,1.98E+00,2.21E+00
970.019,1.87E+00,3.96E+00,2.57E+00,2.36E+00,1.81E+00,1.85E+00,2.19E+00,2.01E+00,2.24E+00
970.983,1.90E+00,4.03E+00,2.61E+00,2.41E+00,1.84E+00,1.88E+00,2.23E+00,2.04E+00,2.28E+00
971.947,1.93E+00,4.09E+00,2.66E+00,2.46E+00,1.88E+00,1.92E+00,2.27E+00,2.08E+00,2.31E+00
972.912,1.96E+00,4.16E+00,2.70E+00,2.51E+00,1.92E+00,1.96E+00,2.30E+00,2.11E+00,2.35E+00
973.876,2.00E+00,4.23E+00,2.75E+00,2.56E+00,1.96E+00,2.00E+00,2.35E+00,2.15E+00,2.38E+00
974.84,2.03E+00,4.29E+00,2.79E+00,2.62E+00,2.00E+00,2.05E+00,2.39E+00,2.19E+00,2.42E+00
975.804,2.07E+00,4.36E+00,2.84E+00,2.67E+00,2.04E+00,2.09E+00,2.43E+00,2.23E+00,2.46E+00
976.768,2.10E+00,4.43E+00,2.89E+00,2.73E+00,2.08E+00,2.14E+00,2.48E+00,2.27E+00,2.50E+00
977.733,2.14E+00,4.50E+00,2.94E+00,2.79E+00,2.13E+00,2.19E+00,2.52E+00,2.31E+00,2.54E+00
978.697,2.18E+00,4.56E+00,2.99E+00,2.85E+00,2.18E+00,2.24E+00,2.57E+00,2.35E+00,2.59E+00
979.661,2.22E+00,4.63E+00,3.04E+00,2.91E+00,2.22E+00,2.29E+00,2.61E+00,2.39E+00,2.63E+00
980.625,2.25E+00,4.69E+00,3.08E+00,2.97E+00,2.27E+00,2.34E+00,2.66E+00,2.43E+00,2.68E+00
981.59,2.29E+00,4.75E+00,3.13E+00,3.02E+00,2.32E+00,2.39E+00,2.71E+00,2.48E+00,2.72E+00
982.554,2.33E+00,4.81E+00,3.18E+00,3.08E+00,2.37E+00,2.44E+00,2.75E+00,2.52E+00,2.76E+00
983.518,2.37E+00,4.87E+00,3.23E+00,3.14E+00,2.42E+00,2.50E+00,2.80E+00,2.56E+00,2.81E+00
984.482,2.42E+00,4.92E+00,3.28E+00,3.19E+00,2.46E+00,2.55E+00,2.84E+00,2.60E+00,2.85E+00
985.447,2.46E+00,4.98E+00,3.32E+00,3.25E+00,2.51E+00,2.60E+00,2.89E+00,2.64E+00,2.89E+00
986.411,2.50E+00,5.03E+00,3.37E+00,3.30E+00,2.55E+00,2.64E+00,2.93E+00,2.68E+00,2.93E+00
987.375,2.53E+00,5.08E+00,3.41E+00,3.35E+00,2.60E+00,2.69E+00,2.97E+00,2.72E+00,2.97E+00
988.339,2.57E+00,5.12E+00,3.45E+00,3.39E+00,2.64E+00,2.73E+00,3.01E+00,2.75E+00,3.01E+00
989.304,2.61E+00,5.17E+00,3.49E+00,3.44E+00,2.68E+00,2.77E+00,3.05E+00,2.79E+00,3.05E+00
990.268,2.64E+00,5.21E+00,3.53E+00,3.48E+00,2.72E+00,2.81E+00,3.09E+00,2.82E+00,3.09E+00
991.232,2.68E+00,5.25E+00,3.57E+00,3.52E+00,2.75E+00,2.85E+00,3.13E+00,2.86E+00,3.12E+00
992.196,2.71E+00,5.29E+00,3.61E+00,3.56E+00,2.79E+00,2.89E+00,3.17E+00,2.89E+00,3.16E+00
993.16,2.74E+00,5.33E+00,3.64E+00,3.60E+00,2.83E+00,2.93E+00,3.21E+00,2.92E+00,3.19E+00
994.125,2.78E+00,5.37E+00,3.68E+00,3.64E+00,2.86E+00,2.97E+00,3.24E+00,2.95E+00,3.22E+00
995.089,2.81E+00,5.40E+00,3.72E+00,3.68E+00,2.90E+00,3.00E+00,3.28E+00,2.98E+00,3.26E+00
996.053,2.85E+00,5.44E+00,3.75E+00,3.72E+00,2.93E+00,3.04E+00,3.32E+00,3.01E+00,3.29E+00
997.017,2.88E+00,5.47E+00,3.79E+00,3.75E+00,2.96E+00,3.07E+00,3.35E+00,3.04E+00,3.32E+00
997.982,2.92E+00,5.51E+00,3.82E+00,3.79E+00,3.00E+00,3.11E+00,3.39E+00,3.07E+00,3.36E+00
998.946,2.95E+00,5.54E+00,3.85E+00,3.83E+00,3.03E+00,3.14E+00,3.43E+00,3.10E+00,3.39E+00
999.91,2.99E+00,5.57E+00,3.89E+00,3.86E+00,3.07E+00,3.18E+00,3.46E+00,3.13E+00,3.43E+00
1000.87,3.03E+00,5.60E+00,3.92E+00,3.90E+00,3.10E+00,3.21E+00,3.50E+00,3.16E+00,3.46E+00
1001.84,3.06E+00,5.63E+00,3.95E+00,3.93E+00,3.14E+00,3.25E+00,3.54E+00,3.19E+00,3.50E+00
1002.8,3.10E+00,5.66E+00,3.98E+00,3.97E+00,3.18E+00,3.29E+00,3.58E+00,3.22E+00,3.53E+00
1003.77,3.14E+00,5.68E+00,4.01E+00,4.00E+00,3.21E+00,3.32E+00,3.61E+00,3.25E+00,3.57E+00
1004.73,3.17E+00,5.70E+00,4.04E+00,4.04E+00,3.25E+00,3.36E+00,3.65E+00,3.28E+00,3.60E+00
1005.7,3.21E+00,5.72E+00,4.07E+00,4.07E+00,3.29E+00,3.40E+00,3.68E+00,3.31E+00,3.64E+00
1006.66,3.25E+00,5.74E+00,4.10E+00,4.10E+00,3.32E+00,3.44E+00,3.72E+00,3.33E+00,3.67E+00
1007.62,3.28E+00,5.75E+00,4.12E+00,4.14E+00,3.36E+00,3.47E+00,3.75E+00,3.36E+00,3.71E+00
1008.59,3.32E+00,5.77E+00,4.15E+00,4.17E+00,3.40E+00,3.51E+00,3.79E+00,3.39E+00,3.74E+00
1009.55,3.35E+00,5.78E+00,4.17E+00,4.20E+00,3.43E+00,3.55E+00,3.82E+00,3.42E+00,3.77E+00
1010.52,3.39E+00,5.79E+00,4.19E+00,4.23E+00,3.47E+00,3.58E+00,3.85E+00,3.44E+00,3.80E+00
1011.48,3.42E+00,5.79E+00,4.21E+00,4.26E+00,3.50E+00,3.62E+00,3.88E+00,3.46E+00,3.83E+00
1012.44,3.45E+00,5.80E+00,4.23E+00,4.29E+00,3.54E+00,3.65E+00,3.91E+00,3.48E+00,3.86E+00
1013.41,3.48E+00,5.80E+00,4.25E+00,4.32E+00,3.57E+00,3.68E+00,3.94E+00,3.50E+00,3.88E+00
1014.37,3.51E+00,5.80E+00,4.26E+00,4.35E+00,3.60E+00,3.72E+00,3.96E+00,3.52E+00,3.91E+00
1015.34,3.54E+00,5.80E+00,4.28E+00,4.37E+00,3.63E+00,3.75E+00,3.99E+00,3.54E+00,3.93E+00
1016.3,3.56E+00,5.80E+00,4.30E+00,4.40E+00,3.66E+00,3.78E+00,4.01E+00,3.56E+00,3.95E+00
1017.27,3.59E+00,5.80E+00,4.31E+00,4.42E+00,3.69E+00,3.81E+00,4.03E+00,3.58E+00,3.97E+00
1018.23,3.62E+00,5.80E+00,4.33E+00,4.44E+00,3.72E+00,3.84E+00,4.05E+00,3.60E+00,3.99E+00
1019.2,3.64E+00,5.80E+00,4.34E+00,4.46E+00,3.74E+00,3.87E+00,4.07E+00,3.61E+00,4.01E+00
1020.16,3.66E+00,5.80E+00,4.36E+00,4.48E+00,3.76E+00,3.90E+00,4.09E+00,3.62E+00,4.03E+00
1021.12,3.68E+00,5.79E+00,4.37E+00,4.50E+00,3.78E+00,3.93E+00,4.11E+00,3.63E+00,4.05E+00
1022.09,3.70E+00,5.79E+00,4.39E+00,4.51E+00,3.80E+00,3.95E+00,4.12E+00,3.64E+00,4.06E+00
1023.05,3.72E+00,5.79E+00,4.40E+00,4.52E+00,3.82E+00,3.98E+00,4.13E+00,3.65E+00,4.08E+00
1024.02,3.74E+00,5.78E+00,4.41E+00,4.54E+00,3.83E+00,4.00E+00,4.14E+00,3.66E+00,4.09E+00
1024.98,3.75E+00,5.78E+00,4.43E+00,4.54E+00,3.85E+00,4.02E+00,4.15E+00,3.67E+00,4.10E+00
1025.94,3.77E+00,5.77E+00,4.43E+00,4.55E+00,3.86E+00,4.04E+00,4.16E+00,3.67E+00,4.11E+00
1026.91,3.77E+00,5.75E+00,4.44E+00,4.55E+00,3.86E+00,4.06E+00,4.16E+00,3.67E+00,4.11E+00
1027.87,3.78E+00,5.74E+00,4.44E+00,4.55E+00,3.87E+00,4.07E+00,4.16E+00,3.67E+00,4.11E+00
1028.84,3.79E+00,5.72E+00,4.44E+00,4.55E+00,3.87E+00,4.09E+00,4.16E+00,3.66E+00,4.11E+00
1029.8,3.79E+00,5.69E+00,4.44E+00,4.54E+00,3.87E+00,4.10E+00,4.15E+00,3.66E+00,4.11E+00
1030.77,3.79E+00,5.67E+00,4.44E+00,4.53E+00,3.87E+00,4.11E+00,4.14E+00,3.65E+00,4.10E+00
1031.73,3.78E+00,5.64E+00,4.43E+00,4.51E+00,3.86E+00,4.12E+00,4.13E+00,3.64E+00,4.10E+00
1032.69,3.77E+00,5.60E+00,4.42E+00,4.49E+00,3.86E+00,4.12E+00,4.11E+00,3.62E+00,4.09E+00
1033.66,3.76E+00,5.56E+00,4.41E+00,4.46E+00,3.84E+00,4.13E+00,4.09E+00,3.61E+00,4.07E+00
1034.62,3.74E+00,5.52E+00,4.39E+00,4.43E+00,3.83E+00,4.13E+00,4.07E+00,3.59E+00,4.05E+00
1035.59,3.72E+00,5.47E+00,4.38E+00,4.40E+00,3.81E+00,4.13E+00,4.04E+00,3.56E+00,4.03E+00
1036.55,3.70E+00,5.41E+00,4.36E+00,4.36E+00,3.78E+00,4.13E+00,4.02E+00,3.54E+00,4.01E+00
1037.52,3.68E+00,5.36E+00,4.34E+00,4.32E+00,3.76E+00,4.12E+00,3.99E+00,3.51E+00,3.99E+00
1038.48,3.65E+00,5.31E+00,4.31E+00,4.28E+00,3.73E+00,4.12E+00,3.96E+00,3.49E+00,3.96E+00
1039.44,3.63E+00,5.25E+00,4.29E+00,4.24E+00,3.71E+00,4.12E+00,3.93E+00,3.46E+00,3.94E+00
1040.41,3.60E+00,5.19E+00,4.27E+00,4.20E+00,3.68E+00,4.12E+00,3.90E+00,3.43E+00,3.91E+00
1041.37,3.58E+00,5.13E+00,4.24E+00,4.16E+00,3.65E+00,4.12E+00,3.87E+00,3.41E+00,3.88E+00
1042.34,3.56E+00,5.07E+00,4.22E+00,4.12E+00,3.63E+00,4.12E+00,3.84E+00,3.38E+00,3.86E+00
1043.3,3.54E+00,5.01E+00,4.19E+00,4.08E+00,3.60E+00,4.11E+00,3.81E+00,3.35E+00,3.83E+00
1044.27,3.52E+00,4.95E+00,4.16E+00,4.05E+00,3.58E+00,4.11E+00,3.79E+00,3.33E+00,3.80E+00
1045.23,3.50E+00,4.89E+00,4.13E+00,4.02E+00,3.56E+00,4.09E+00,3.76E+00,3.30E+00,3.78E+00
1046.19,3.49E+00,4.83E+00,4.10E+00,3.99E+00,3.54E+00,4.07E+00,3.73E+00,3.28E+00,3.75E+00
1047.16,3.47E+00,4.77E+00,4.07E+00,3.96E+00,3.52E+00,4.05E+00,3.71E+00,3.26E+00,3.73E+00
1048.12,3.46E+00,4.71E+00,4.03E+00,3.93E+00,3.50E+00,4.01E+00,3.68E+00,3.23E+00,3.70E+00
1049.09,3.44E+00,4.65E+00,3.99E+00,3.91E+00,3.48E+00,3.97E+00,3.66E+00,3.21E+00,3.68E+00
1050.05,3.43E+00,4.59E+00,3.94E+00,3.88E+00,3.46E+00,3.92E+00,3.63E+00,3.19E+00,3.65E+00
1051.02,3.41E+00,4.53E+00,3.90E+00,3.85E+00,3.44E+00,3.86E+00,3.60E+00,3.16E+00,3.63E+00
1051.98,3.40E+00,4.47E+00,3.85E+00,3.82E+00,3.43E+00,3.80E+00,3.57E+00,3.14E+00,3.60E+00
1052.94,3.38E+00,4.41E+00,3.80E+00,3.80E+00,3.41E+00,3.74E+00,3.55E+00,3.11E+00,3.58E+00
1053.91,3.36E+00,4.36E+00,3.75E+00,3.77E+00,3.39E+00,3.67E+00,3.52E+00,3.08E+00,3.55E+00
1054.87,3.34E+00,4.30E+00,3.71E+00,3.74E+00,3.37E+00,3.60E+00,3.49E+00,3.06E+00,3.52E+00
1055.84,3.32E+00,4.25E+00,3.66E+00,3.71E+00,3.34E+00,3.53E+00,3.46E+00,3.03E+00,3.49E+00
1056.8,3.30E+00,4.20E+00,3.61E+00,3.67E+00,3.32E+00,3.47E+00,3.43E+00,3.00E+00,3.46E+00
1057.76,3.27E+00,4.14E+00,3.56E+00,3.63E+00,3.29E+00,3.40E+00,3.40E+00,2.97E+00,3.43E+00
1058.73,3.25E+00,4.09E+00,3.52E+00,3.59E+00,3.27E+00,3.34E+00,3.37E+00,2.94E+00,3.40E+00
1059.69,3.22E+00,4.03E+00,3.47E+00,3.55E+00,3.24E+00,3.28E+00,3.34E+00,2.91E+00,3.37E+00
1060.66,3.20E+00,3.98E+00,3.43E+00,3.51E+00,3.21E+00,3.23E+00,3.31E+00,2.89E+00,3.33E+00
1061.62,3.17E+00,3.93E+00,3.39E+00,3.47E+00,3.18E+00,3.18E+00,3.28E+00,2.86E+00,3.30E+00
1062.58,3.14E+00,3.88E+00,3.35E+00,3.42E+00,3.15E+00,3.14E+00,3.24E+00,2.83E+00,3.27E+00
1063.55,3.11E+00,3.83E+00,3.32E+00,3.38E+00,3.12E+00,3.10E+00,3.21E+00,2.80E+00,3.23E+00
1064.51,3.09E+00,3.77E+00,3.28E+00,3.34E+00,3.09E+00,3.06E+00,3.18E+00,2.77E+00,3.20E+00
1065.48,3.06E+00,3.72E+00,3.25E+00,3.29E+00,3.06E+00,3.02E+00,3.15E+00,2.75E+00,3.17E+00
1066.44,3.03E+00,3.67E+00,3.22E+00,3.25E+00,3.03E+00,2.99E+00,3.12E+00,2.72E+00,3.13E+00
1067.41,3.00E+00,3.63E+00,3.18E+00,3.21E+00,3.00E+00,2.96E+00,3.09E+00,2.69E+00,3.10E+00
1068.37,2.97E+00,3.58E+00,3.16E+00,3.17E+00,2.97E+00,2.94E+00,3.06E+00,2.67E+00,3.07E+00
1069.34,2.95E+00,3.54E+00,3.13E+00,3.14E+00,2.94E+00,2.91E+00,3.03E+00,2.65E+00,3.04E+00
1070.3,2.92E+00,3.50E+00,3.10E+00,3.10E+00,2.92E+00,2.89E+00,3.00E+00,2.63E+00,3.01E+00
1071.26,2.90E+00,3.46E+00,3.08E+00,3.07E+00,2.90E+00,2.88E+00,2.98E+00,2.61E+00,2.99E+00
1072.23,2.87E+00,3.43E+00,3.06E+00,3.04E+00,2.87E+00,2.86E+00,2.95E+00,2.59E+00,2.96E+00
1073.19,2.85E+00,3.40E+00,3.04E+00,3.01E+00,2.85E+00,2.85E+00,2.92E+00,2.57E+00,2.94E+00
1074.16,2.82E+00,3.37E+00,3.02E+00,2.99E+00,2.83E+00,2.84E+00,2.90E+00,2.55E+00,2.91E+00
1075.12,2.80E+00,3.34E+00,3.00E+00,2.96E+00,2.80E+00,2.82E+00,2.87E+00,2.53E+00,2.89E+00
1076.08,2.77E+00,3.32E+00,2.98E+00,2.93E+00,2.78E+00,2.81E+00,2.85E+00,2.52E+00,2.86E+00
1077.05,2.75E+00,3.30E+00,2.96E+00,2.90E+00,2.76E+00,2.80E+00,2.82E+00,2.50E+00,2.84E+00
1078.01,2.72E+00,3.27E+00,2.95E+00,2.88E+00,2.74E+00,2.79E+00,2.79E+00,2.48E+00,2.81E+00
1078.98,2.70E+00,3.25E+00,2.92E+00,2.85E+00,2.71E+00,2.78E+00,2.77E+00,2.46E+00,2.78E+00
1079.94,2.67E+00,3.23E+00,2.90E+00,2.82E+00,2.69E+00,2.77E+00,2.74E+00,2.44E+00,2.76E+00
1080.91,2.64E+00,3.20E+00,2.88E+00,2.79E+00,2.66E+00,2.75E+00,2.71E+00,2.42E+00,2.73E+00
1081.87,2.62E+00,3.18E+00,2.86E+00,2.76E+00,2.64E+00,2.74E+00,2.68E+00,2.40E+00,2.70E+00
1082.83,2.59E+00,3.16E+00,2.84E+00,2.73E+00,2.61E+00,2.73E+00,2.65E+00,2.38E+00,2.68E+00
1083.8,2.57E+00,3.13E+00,2.81E+00,2.70E+00,2.59E+00,2.71E+00,2.63E+00,2.36E+00,2.65E+00
1084.76,2.54E+00,3.11E+00,2.79E+00,2.68E+00,2.56E+00,2.70E+00,2.60E+00,2.35E+00,2.62E+00
1085.73,2.52E+00,3.09E+00,2.77E+00,2.65E+00,2.54E+00,2.68E+00,2.57E+00,2.33E+00,2.60E+00
1086.69,2.49E+00,3.06E+00,2.74E+00,2.62E+00,2.51E+00,2.66E+00,2.55E+00,2.31E+00,2.57E+00
1087.66,2.47E+00,3.04E+00,2.72E+00,2.59E+00,2.48E+00,2.63E+00,2.52E+00,2.29E+00,2.55E+00
1088.62,2.45E+00,3.01E+00,2.69E+00,2.57E+00,2.46E+00,2.60E+00,2.50E+00,2.27E+00,2.52E+00
1089.58,2.43E+00,2.99E+00,2.67E+00,2.54E+00,2.43E+00,2.57E+00,2.48E+00,2.26E+00,2.50E+00
1090.55,2.40E+00,2.96E+00,2.64E+00,2.51E+00,2.41E+00,2.54E+00,2.45E+00,2.24E+00,2.48E+00
