Wavenumber,GreenSpruce_Abs,GreenSpruce_Abs,GreenSpruce_Abs,Lodgepole_Abs,Lodgepole_Abs,Lodgepole_Abs,RedSpruce_Abs,RedSpruce_Abs,RedSpruce_Abs
1288.22,8.47E-01,8.98E-03,4.30E-01,6.87E-01,9.16E-01,8.55E-01,7.63E-01,8.72E-01,6.82E-01
1289.18,8.40E-01,6.05E-03,4.27E-01,6.79E-01,9.07E-01,8.46E-01,7.57E-01,8.68E-01,6.79E-01
1290.14,8.34E-01,3.62E-03,4.25E-01,6.71E-01,8.98E-01,8.38E-01,7.53E-01,8.64E-01,6.76E-01
1291.11,8.29E-01,1.80E-03,4.25E-01,6.64E-01,8.89E-01,8.30E-01,7.49E-01,8.62E-01,6.76E-01
1292.07,8.25E-01,5.93E-04,4.27E-01,6.57E-01,8.82E-01,8.23E-01,7.48E-01,8.61E-01,6.76E-01
1293.04,8.22E-01,-6.78E-15,4.30E-01,6.52E-01,8.76E-01,8.17E-01,7.47E-01,8.62E-01,6.79E-01
1294,8.20E-01,7.03E-15,4.35E-01,6.47E-01,8.70E-01,8.12E-01,7.49E-01,8.65E-01,6.83E-01
1294.97,8.20E-01,5.91E-04,4.41E-01,6.43E-01,8.67E-01,8.09E-01,7.51E-01,8.70E-01,6.89E-01
1295.93,8.21E-01,1.83E-03,4.48E-01,6.41E-01,8.64E-01,8.08E-01,7.56E-01,8.76E-01,6.96E-01
1296.89,8.24E-01,3.80E-03,4.57E-01,6.39E-01,8.62E-01,8.07E-01,7.61E-01,8.84E-01,7.05E-01
1297.86,8.29E-01,6.53E-03,4.66E-01,6.39E-01,8.61E-01,8.07E-01,7.68E-01,8.93E-01,7.16E-01
1298.82,8.35E-01,1.01E-02,4.76E-01,6.39E-01,8.60E-01,8.08E-01,7.76E-01,9.02E-01,7.28E-01
1299.79,8.44E-01,1.43E-02,4.86E-01,6.40E-01,8.60E-01,8.10E-01,7.85E-01,9.13E-01,7.41E-01
1300.75,8.53E-01,1.92E-02,4.97E-01,6.41E-01,8.60E-01,8.12E-01,7.95E-01,9.23E-01,7.55E-01
1301.71,8.64E-01,2.46E-02,5.08E-01,6.42E-01,8.59E-01,8.14E-01,8.06E-01,9.34E-01,7.70E-01
1302.68,8.76E-01,3.07E-02,5.20E-01,6.44E-01,8.58E-01,8.16E-01,8.18E-01,9.45E-01,7.86E-01
1303.64,8.90E-01,3.75E-02,5.32E-01,6.46E-01,8.57E-01,8.17E-01,8.30E-01,9.57E-01,8.04E-01
1304.61,9.05E-01,4.52E-02,5.47E-01,6.48E-01,8.56E-01,8.19E-01,8.45E-01,9.71E-01,8.24E-01
1305.57,9.22E-01,5.39E-02,5.63E-01,6.51E-01,8.55E-01,8.21E-01,8.62E-01,9.86E-01,8.46E-01
1306.54,9.41E-01,6.35E-02,5.82E-01,6.54E-01,8.54E-01,8.24E-01,8.80E-01,1.00E+00,8.70E-01
1307.5,9.62E-01,7.39E-02,6.02E-01,6.58E-01,8.55E-01,8.28E-01,9.01E-01,1.02E+00,8.97E-01
1308.46,9.83E-01,8.48E-02,6.23E-01,6.64E-01,8.57E-01,8.33E-01,9.23E-01,1.04E+00,9.24E-01
1309.43,1.00E+00,9.55E-02,6.45E-01,6.69E-01,8.59E-01,8.40E-01,9.44E-01,1.07E+00,9.51E-01
1310.39,1.02E+00,1.06E-01,6.65E-01,6.75E-01,8.63E-01,8.47E-01,9.64E-01,1.09E+00,9.76E-01
1311.36,1.04E+00,1.15E-01,6.84E-01,6.81E-01,8.67E-01,8.54E-01,9.81E-01,1.11E+00,9.98E-01
1312.32,1.05E+00,1.22E-01,7.00E-01,6.87E-01,8.71E-01,8.63E-01,9.95E-01,1.12E+00,1.01E+00
1313.29,1.06E+00,1.28E-01,7.12E-01,6.93E-01,8.75E-01,8.71E-01,1.00E+00,1.13E+00,1.02E+00
1314.25,1.06E+00,1.31E-01,7.21E-01,6.98E-01,8.80E-01,8.80E-01,1.01E+00,1.14E+00,1.03E+00
1315.21,1.06E+00,1.32E-01,7.25E-01,7.03E-01,8.84E-01,8.88E-01,1.01E+00,1.14E+00,1.03E+00
1316.18,1.05E+00,1.31E-01,7.26E-01,7.06E-01,8.88E-01,8.96E-01,9.98E-01,1.13E+00,1.02E+00
1317.14,1.04E+00,1.27E-01,7.22E-01,7.08E-01,8.91E-01,9.02E-01,9.85E-01,1.12E+00,1.00E+00
1318.11,1.02E+00,1.22E-01,7.14E-01,7.08E-01,8.93E-01,9.05E-01,9.69E-01,1.11E+00,9.80E-01
1319.07,1.00E+00,1.15E-01,7.03E-01,7.06E-01,8.92E-01,9.06E-01,9.49E-01,1.09E+00,9.56E-01
1320.04,9.82E-01,1.07E-01,6.89E-01,7.02E-01,8.90E-01,9.05E-01,9.27E-01,1.07E+00,9.28E-01
1321,9.61E-01,9.78E-02,6.73E-01,6.97E-01,8.86E-01,9.01E-01,9.04E-01,1.04E+00,8.99E-01
1321.96,9.41E-01,8.87E-02,6.56E-01,6.90E-01,8.80E-01,8.94E-01,8.80E-01,1.02E+00,8.68E-01
1322.93,9.21E-01,7.96E-02,6.37E-01,6.82E-01,8.73E-01,8.86E-01,8.56E-01,9.92E-01,8.38E-01
1323.89,9.01E-01,7.06E-02,6.18E-01,6.74E-01,8.64E-01,8.76E-01,8.33E-01,9.66E-01,8.07E-01
1324.86,8.82E-01,6.20E-02,5.98E-01,6.66E-01,8.55E-01,8.66E-01,8.10E-01,9.41E-01,7.78E-01
1325.82,8.63E-01,5.38E-02,5.78E-01,6.57E-01,8.45E-01,8.54E-01,7.88E-01,9.15E-01,7.49E-01
1326.78,8.45E-01,4.62E-02,5.59E-01,6.49E-01,8.35E-01,8.43E-01,7.66E-01,8.90E-01,7.21E-01
1327.75,8.28E-01,3.93E-02,5.40E-01,6.42E-01,8.25E-01,8.33E-01,7.46E-01,8.67E-01,6.95E-01
1328.71,8.13E-01,3.31E-02,5.22E-01,6.36E-01,8.16E-01,8.23E-01,7.27E-01,8.45E-01,6.71E-01
1329.68,7.99E-01,2.77E-02,5.06E-01,6.31E-01,8.09E-01,8.15E-01,7.10E-01,8.25E-01,6.49E-01
1330.64,7.86E-01,2.29E-02,4.91E-01,6.28E-01,8.03E-01,8.09E-01,6.95E-01,8.08E-01,6.30E-01
1331.61,7.75E-01,1.86E-02,4.78E-01,6.26E-01,7.99E-01,8.06E-01,6.81E-01,7.93E-01,6.12E-01
1332.57,7.64E-01,1.48E-02,4.67E-01,6.25E-01,7.97E-01,8.04E-01,6.70E-01,7.80E-01,5.97E-01
1333.54,7.55E-01,1.14E-02,4.57E-01,6.26E-01,7.96E-01,8.05E-01,6.59E-01,7.69E-01,5.84E-01
1334.5,7.46E-01,8.37E-03,4.50E-01,6.28E-01,7.98E-01,8.07E-01,6.51E-01,7.61E-01,5.72E-01
1335.46,7.38E-01,5.83E-03,4.45E-01,6.31E-01,8.01E-01,8.12E-01,6.43E-01,7.54E-01,5.63E-01
1336.43,7.31E-01,3.82E-03,4.41E-01,6.34E-01,8.06E-01,8.18E-01,6.37E-01,7.50E-01,5.56E-01
1337.39,7.25E-01,2.32E-03,4.39E-01,6.39E-01,8.13E-01,8.25E-01,6.33E-01,7.47E-01,5.51E-01
1338.36,7.20E-01,1.26E-03,4.38E-01,6.44E-01,8.20E-01,8.33E-01,6.30E-01,7.46E-01,5.46E-01
1339.32,7.16E-01,5.39E-04,4.36E-01,6.48E-01,8.27E-01,8.40E-01,6.28E-01,7.45E-01,5.43E-01
1340.28,7.12E-01,1.07E-04,4.34E-01,6.52E-01,8.32E-01,8.45E-01,6.26E-01,7.45E-01,5.40E-01
1341.25,7.09E-01,-2.42E-16,4.32E-01,6.54E-01,8.36E-01,8.48E-01,6.24E-01,7.44E-01,5.38E-01
1342.21,7.07E-01,3.16E-04,4.30E-01,6.54E-01,8.38E-01,8.49E-01,6.23E-01,7.43E-01,5.35E-01
1343.18,7.06E-01,1.13E-03,4.29E-01,6.54E-01,8.38E-01,8.48E-01,6.21E-01,7.43E-01,5.33E-01
1344.14,7.06E-01,2.48E-03,4.28E-01,6.53E-01,8.37E-01,8.45E-01,6.21E-01,7.42E-01,5.32E-01
1345.11,7.08E-01,4.34E-03,4.29E-01,6.52E-01,8.35E-01,8.42E-01,6.21E-01,7.41E-01,5.32E-01
1346.07,7.11E-01,6.63E-03,4.30E-01,6.52E-01,8.34E-01,8.39E-01,6.21E-01,7.41E-01,5.32E-01
1347.03,7.14E-01,9.26E-03,4.32E-01,6.52E-01,8.33E-01,8.37E-01,6.22E-01,7.41E-01,5.33E-01
1348,7.18E-01,1.22E-02,4.35E-01,6.53E-01,8.33E-01,8.35E-01,6.24E-01,7.42E-01,5.35E-01
1348.96,7.23E-01,1.54E-02,4.38E-01,6.54E-01,8.34E-01,8.34E-01,6.26E-01,7.44E-01,5.37E-01
1349.93,7.29E-01,1.90E-02,4.43E-01,6.57E-01,8.36E-01,8.35E-01,6.30E-01,7.46E-01,5.41E-01
1350.89,7.35E-01,2.30E-02,4.48E-01,6.61E-01,8.39E-01,8.37E-01,6.34E-01,7.50E-01,5.46E-01
1351.86,7.43E-01,2.76E-02,4.55E-01,6.67E-01,8.44E-01,8.42E-01,6.40E-01,7.56E-01,5.52E-01
1352.82,7.51E-01,3.27E-02,4.63E-01,6.73E-01,8.50E-01,8.48E-01,6.48E-01,7.63E-01,5.60E-01
1353.78,7.61E-01,3.84E-02,4.72E-01,6.81E-01,8.58E-01,8.56E-01,6.56E-01,7.72E-01,5.68E-01
1354.75,7.70E-01,4.43E-02,4.82E-01,6.89E-01,8.66E-01,8.65E-01,6.65E-01,7.82E-01,5.78E-01
1355.71,7.80E-01,5.03E-02,4.92E-01,6.98E-01,8.75E-01,8.75E-01,6.74E-01,7.92E-01,5.88E-01
1356.68,7.90E-01,5.63E-02,5.01E-01,7.06E-01,8.84E-01,8.85E-01,6.84E-01,8.02E-01,5.98E-01
1357.64,7.99E-01,6.22E-02,5.10E-01,7.15E-01,8.93E-01,8.96E-01,6.93E-01,8.12E-01,6.08E-01
1358.6,8.09E-01,6.80E-02,5.19E-01,7.23E-01,9.02E-01,9.06E-01,7.02E-01,8.21E-01,6.18E-01
1359.57,8.18E-01,7.38E-02,5.28E-01,7.32E-01,9.10E-01,9.17E-01,7.11E-01,8.30E-01,6.27E-01
1360.53,8.28E-01,7.97E-02,5.37E-01,7.41E-01,9.19E-01,9.29E-01,7.20E-01,8.40E-01,6.37E-01
1361.5,8.38E-01,8.55E-02,5.46E-01,7.50E-01,9.27E-01,9.40E-01,7.30E-01,8.48E-01,6.46E-01
1362.46,8.48E-01,9.13E-02,5.56E-01,7.59E-01,9.35E-01,9.52E-01,7.39E-01,8.57E-01,6.55E-01
1363.43,8.56E-01,9.68E-02,5.65E-01,7.66E-01,9.41E-01,9.62E-01,7.47E-01,8.64E-01,6.63E-01
1364.39,8.64E-01,1.02E-01,5.74E-01,7.73E-01,9.46E-01,9.72E-01,7.55E-01,8.70E-01,6.69E-01
1365.36,8.71E-01,1.07E-01,5.82E-01,7.78E-01,9.50E-01,9.80E-01,7.61E-01,8.75E-01,6.75E-01
1366.32,8.78E-01,1.11E-01,5.90E-01,7.82E-01,9.52E-01,9.87E-01,7.66E-01,8.80E-01,6.80E-01
1367.28,8.84E-01,1.16E-01,5.97E-01,7.85E-01,9.55E-01,9.95E-01,7.71E-01,8.84E-01,6.84E-01
1368.25,8.89E-01,1.20E-01,6.04E-01,7.89E-01,9.57E-01,1.00E+00,7.75E-01,8.88E-01,6.89E-01
1369.21,8.94E-01,1.24E-01,6.11E-01,7.92E-01,9.59E-01,1.01E+00,7.79E-01,8.92E-01,6.93E-01
1370.18,8.98E-01,1.28E-01,6.16E-01,7.94E-01,9.62E-01,1.02E+00,7.83E-01,8.96E-01,6.97E-01
1371.14,9.00E-01,1.31E-01,6.21E-01,7.96E-01,9.63E-01,1.02E+00,7.85E-01,8.99E-01,6.99E-01
1372.1,9.00E-01,1.34E-01,6.25E-01,7.96E-01,9.64E-01,1.03E+00,7.86E-01,8.99E-01,7.00E-01
1373.07,8.99E-01,1.36E-01,6.28E-01,7.94E-01,9.63E-01,1.03E+00,7.85E-01,8.98E-01,7.00E-01
1374.03,8.97E-01,1.38E-01,6.30E-01,7.91E-01,9.59E-01,1.04E+00,7.83E-01,8.96E-01,6.97E-01
1375,8.94E-01,1.40E-01,6.31E-01,7.86E-01,9.53E-01,1.03E+00,7.79E-01,8.91E-01,6.94E-01
1375.96,8.90E-01,1.40E-01,6.30E-01,7.78E-01,9.44E-01,1.03E+00,7.74E-01,8.84E-01,6.88E-01
1376.92,8.85E-01,1.41E-01,6.28E-01,7.69E-01,9.34E-01,1.02E+00,7.67E-01,8.76E-01,6.81E-01
1377.89,8.79E-01,1.40E-01,6.24E-01,7.59E-01,9.21E-01,1.01E+00,7.59E-01,8.66E-01,6.73E-01
1378.85,8.73E-01,1.39E-01,6.18E-01,7.47E-01,9.06E-01,9.91E-01,7.50E-01,8.55E-01,6.64E-01
1379.82,8.66E-01,1.37E-01,6.10E-01,7.34E-01,8.91E-01,9.75E-01,7.40E-01,8.43E-01,6.54E-01
1380.78,8.58E-01,1.35E-01,6.02E-01,7.20E-01,8.74E-01,9.57E-01,7.30E-01,8.31E-01,6.43E-01
1381.75,8.49E-01,1.33E-01,5.94E-01,7.07E-01,8.59E-01,9.40E-01,7.20E-01,8.19E-01,6.33E-01
1382.71,8.41E-01,1.30E-01,5.86E-01,6.95E-01,8.44E-01,9.22E-01,7.10E-01,8.08E-01,6.23E-01
1383.68,8.33E-01,1.28E-01,5.78E-01,6.83E-01,8.30E-01,9.04E-01,7.01E-01,7.98E-01,6.13E-01
1384.64,8.24E-01,1.26E-01,5.69E-01,6.71E-01,8.16E-01,8.87E-01,6.92E-01,7.87E-01,6.04E-01
1385.6,8.14E-01,1.23E-01,5.61E-01,6.60E-01,8.04E-01,8.71E-01,6.83E-01,7.77E-01,5.95E-01
1386.57,8.04E-01,1.20E-01,5.52E-01,6.49E-01,7.92E-01,8.55E-01,6.74E-01,7.68E-01,5.86E-01
1387.53,7.94E-01,1.17E-01,5.44E-01,6.39E-01,7.82E-01,8.41E-01,6.65E-01,7.59E-01,5.77E-01
1388.5,7.84E-01,1.14E-01,5.36E-01,6.30E-01,7.72E-01,8.28E-01,6.58E-01,7.51E-01,5.70E-01
1389.46,7.76E-01,1.12E-01,5.29E-01,6.22E-01,7.65E-01,8.18E-01,6.51E-01,7.45E-01,5.63E-01
1390.42,7.70E-01,1.11E-01,5.24E-01,6.17E-01,7.59E-01,8.11E-01,6.46E-01,7.40E-01,5.59E-01
1391.39,7.65E-01,1.10E-01,5.21E-01,6.13E-01,7.55E-01,8.06E-01,6.42E-01,7.37E-01,5.55E-01
1392.35,7.61E-01,1.09E-01,5.19E-01,6.10E-01,7.53E-01,8.04E-01,6.39E-01,7.36E-01,5.53E-01
1393.32,7.58E-01,1.09E-01,5.17E-01,6.08E-01,7.52E-01,8.03E-01,6.37E-01,7.34E-01,5.51E-01
1394.28,7.54E-01,1.08E-01,5.15E-01,6.07E-01,7.51E-01,8.04E-01,6.35E-01,7.33E-01,5.49E-01
1395.25,7.50E-01,1.08E-01,5.13E-01,6.06E-01,7.51E-01,8.04E-01,6.33E-01,7.31E-01,5.46E-01
1396.21,7.47E-01,1.07E-01,5.10E-01,6.04E-01,7.49E-01,8.04E-01,6.30E-01,7.28E-01,5.42E-01
1397.17,7.44E-01,1.06E-01,5.07E-01,6.02E-01,7.47E-01,8.03E-01,6.27E-01,7.24E-01,5.38E-01
1398.14,7.42E-01,1.06E-01,5.04E-01,6.01E-01,7.45E-01,8.01E-01,6.25E-01,7.20E-01,5.34E-01
1399.1,7.42E-01,1.07E-01,5.01E-01,6.00E-01,7.43E-01,7.99E-01,6.23E-01,7.16E-01,5.31E-01
1400.07,7.42E-01,1.09E-01,5.00E-01,5.99E-01,7.41E-01,7.98E-01,6.22E-01,7.13E-01,5.28E-01
1401.03,7.44E-01,1.10E-01,4.99E-01,5.99E-01,7.39E-01,7.97E-01,6.21E-01,7.10E-01,5.27E-01
1402,7.46E-01,1.12E-01,4.99E-01,6.00E-01,7.39E-01,7.97E-01,6.21E-01,7.08E-01,5.26E-01
1402.96,7.48E-01,1.14E-01,4.99E-01,6.02E-01,7.39E-01,7.98E-01,6.21E-01,7.06E-01,5.26E-01
1403.92,7.50E-01,1.16E-01,4.99E-01,6.05E-01,7.41E-01,8.01E-01,6.22E-01,7.06E-01,5.27E-01
1404.89,7.53E-01,1.18E-01,5.01E-01,6.09E-01,7.44E-01,8.04E-01,6.24E-01,7.06E-01,5.30E-01
1405.85,7.57E-01,1.20E-01,5.04E-01,6.14E-01,7.49E-01,8.10E-01,6.28E-01,7.09E-01,5.33E-01
1406.82,7.62E-01,1.23E-01,5.08E-01,6.22E-01,7.56E-01,8.18E-01,6.32E-01,7.13E-01,5.38E-01
1407.78,7.69E-01,1.27E-01,5.14E-01,6.30E-01,7.66E-01,8.28E-01,6.39E-01,7.19E-01,5.44E-01
1408.74,7.76E-01,1.31E-01,5.21E-01,6.41E-01,7.77E-01,8.40E-01,6.46E-01,7.27E-01,5.51E-01
1409.71,7.83E-01,1.35E-01,5.27E-01,6.52E-01,7.89E-01,8.53E-01,6.53E-01,7.36E-01,5.59E-01
1410.67,7.90E-01,1.39E-01,5.34E-01,6.63E-01,8.02E-01,8.67E-01,6.61E-01,7.45E-01,5.68E-01
1411.64,7.97E-01,1.43E-01,5.41E-01,6.73E-01,8.15E-01,8.81E-01,6.69E-01,7.55E-01,5.76E-01
1412.6,8.03E-01,1.47E-01,5.47E-01,6.83E-01,8.26E-01,8.93E-01,6.77E-01,7.64E-01,5.84E-01
1413.57,8.10E-01,1.50E-01,5.52E-01,6.92E-01,8.36E-01,9.04E-01,6.84E-01,7.72E-01,5.92E-01
1414.53,8.17E-01,1.54E-01,5.57E-01,6.99E-01,8.45E-01,9.13E-01,6.90E-01,7.80E-01,5.99E-01
1415.5,8.24E-01,1.57E-01,5.61E-01,7.05E-01,8.51E-01,9.19E-01,6.95E-01,7.85E-01,6.05E-01
1416.46,8.30E-01,1.61E-01,5.64E-01,7.08E-01,8.55E-01,9.22E-01,6.99E-01,7.89E-01,6.09E-01
1417.42,8.35E-01,1.63E-01,5.64E-01,7.09E-01,8.56E-01,9.23E-01,7.02E-01,7.90E-01,6.12E-01
1418.39,8.38E-01,1.65E-01,5.62E-01,7.08E-01,8.54E-01,9.19E-01,7.03E-01,7.89E-01,6.12E-01
1419.35,8.41E-01,1.66E-01,5.58E-01,7.04E-01,8.50E-01,9.13E-01,7.02E-01,7.86E-01,6.11E-01
1420.32,8.42E-01,1.67E-01,5.53E-01,7.00E-01,8.45E-01,9.06E-01,7.01E-01,7.82E-01,6.09E-01
1421.28,8.44E-01,1.68E-01,5.49E-01,6.95E-01,8.40E-01,8.98E-01,7.01E-01,7.79E-01,6.07E-01
1422.24,8.46E-01,1.69E-01,5.46E-01,6.91E-01,8.36E-01,8.92E-01,7.01E-01,7.78E-01,6.06E-01
1423.21,8.48E-01,1.70E-01,5.46E-01,6.89E-01,8.33E-01,8.87E-01,7.02E-01,7.78E-01,6.07E-01
1424.17,8.51E-01,1.72E-01,5.46E-01,6.87E-01,8.31E-01,8.82E-01,7.03E-01,7.78E-01,6.07E-01
1425.14,8.54E-01,1.73E-01,5.46E-01,6.85E-01,8.30E-01,8.79E-01,7.05E-01,7.79E-01,6.09E-01
1426.1,8.56E-01,1.74E-01,5.46E-01,6.84E-01,8.29E-01,8.75E-01,7.06E-01,7.81E-01,6.10E-01
1427.07,8.57E-01,1.76E-01,5.46E-01,6.82E-01,8.29E-01,8.71E-01,7.08E-01,7.82E-01,6.12E-01
1428.03,8.58E-01,1.77E-01,5.46E-01,6.81E-01,8.29E-01,8.67E-01,7.09E-01,7.84E-01,6.15E-01
1428.99,8.60E-01,1.78E-01,5.47E-01,6.80E-01,8.30E-01,8.64E-01,7.11E-01,7.88E-01,6.18E-01
1429.96,8.62E-01,1.80E-01,5.48E-01,6.80E-01,8.32E-01,8.62E-01,7.14E-01,7.91E-01,6.22E-01
1430.92,8.64E-01,1.81E-01,5.50E-01,6.80E-01,8.34E-01,8.60E-01,7.17E-01,7.96E-01,6.27E-01
1431.89,8.65E-01,1.82E-01,5.50E-01,6.79E-01,8.36E-01,8.59E-01,7.19E-01,7.99E-01,6.31E-01
1432.85,8.66E-01,1.83E-01,5.50E-01,6.78E-01,8.37E-01,8.57E-01,7.21E-01,8.02E-01,6.33E-01
1433.82,8.65E-01,1.83E-01,5.48E-01,6.77E-01,8.38E-01,8.54E-01,7.22E-01,8.03E-01,6.35E-01
1434.78,8.63E-01,1.81E-01,5.45E-01,6.74E-01,8.37E-01,8.50E-01,7.21E-01,8.03E-01,6.35E-01
1435.74,8.61E-01,1.80E-01,5.42E-01,6.71E-01,8.36E-01,8.46E-01,7.20E-01,8.02E-01,6.34E-01
1436.71,8.58E-01,1.79E-01,5.39E-01,6.68E-01,8.35E-01,8.43E-01,7.19E-01,8.01E-01,6.34E-01
1437.67,8.57E-01,1.79E-01,5.38E-01,6.67E-01,8.35E-01,8.41E-01,7.19E-01,8.01E-01,6.34E-01
1438.64,8.57E-01,1.80E-01,5.38E-01,6.68E-01,8.37E-01,8.41E-01,7.20E-01,8.01E-01,6.35E-01
1439.6,8.57E-01,1.81E-01,5.41E-01,6.69E-01,8.39E-01,8.43E-01,7.21E-01,8.03E-01,6.36E-01
1440.56,8.59E-01,1.83E-01,5.44E-01,6.72E-01,8.42E-01,8.46E-01,7.22E-01,8.05E-01,6.38E-01
1441.53,8.60E-01,1.85E-01,5.48E-01,6.74E-01,8.45E-01,8.50E-01,7.24E-01,8.07E-01,6.39E-01
1442.49,8.61E-01,1.87E-01,5.51E-01,6.77E-01,8.47E-01,8.53E-01,7.25E-01,8.09E-01,6.40E-01
1443.46,8.63E-01,1.88E-01,5.54E-01,6.79E-01,8.49E-01,8.57E-01,7.26E-01,8.11E-01,6.41E-01
1444.42,8.65E-01,1.90E-01,5.56E-01,6.82E-01,8.52E-01,8.61E-01,7.27E-01,8.12E-01,6.42E-01
1445.39,8.67E-01,1.92E-01,5.58E-01,6.86E-01,8.55E-01,8.65E-01,7.28E-01,8.14E-01,6.43E-01
1446.35,8.68E-01,1.93E-01,5.60E-01,6.90E-01,8.59E-01,8.71E-01,7.30E-01,8.16E-01,6.45E-01
1447.31,8.69E-01,1.94E-01,5.62E-01,6.94E-01,8.63E-01,8.76E-01,7.31E-01,8.17E-01,6.46E-01
1448.28,8.68E-01,1.94E-01,5.64E-01,6.98E-01,8.68E-01,8.82E-01,7.31E-01,8.18E-01,6.47E-01
1449.24,8.67E-01,1.94E-01,5.65E-01,7.02E-01,8.71E-01,8.86E-01,7.30E-01,8.18E-01,6.47E-01
1450.21,8.64E-01,1.94E-01,5.66E-01,7.04E-01,8.72E-01,8.89E-01,7.28E-01,8.17E-01,6.46E-01
1451.17,8.61E-01,1.94E-01,5.67E-01,7.05E-01,8.72E-01,8.90E-01,7.25E-01,8.16E-01,6.45E-01
1452.14,8.58E-01,1.94E-01,5.67E-01,7.05E-01,8.71E-01,8.90E-01,7.22E-01,8.14E-01,6.44E-01
1453.1,8.55E-01,1.93E-01,5.68E-01,7.04E-01,8.69E-01,8.89E-01,7.19E-01,8.12E-01,6.42E-01
1454.06,8.49E-01,1.91E-01,5.67E-01,7.03E-01,8.68E-01,8.88E-01,7.15E-01,8.09E-01,6.40E-01
1455.03,8.39E-01,1.87E-01,5.64E-01,7.00E-01,8.66E-01,8.86E-01,7.09E-01,8.05E-01,6.37E-01
1455.99,8.24E-01,1.80E-01,5.59E-01,6.96E-01,8.64E-01,8.83E-01,7.01E-01,8.00E-01,6.31E-01
1456.96,8.04E-01,1.71E-01,5.50E-01,6.90E-01,8.61E-01,8.80E-01,6.92E-01,7.94E-01,6.24E-01
1457.92,7.83E-01,1.62E-01,5.40E-01,6.83E-01,8.57E-01,8.76E-01,6.82E-01,7.88E-01,6.17E-01
1458.88,7.65E-01,1.53E-01,5.32E-01,6.78E-01,8.55E-01,8.73E-01,6.74E-01,7.85E-01,6.11E-01
1459.85,7.52E-01,1.47E-01,5.26E-01,6.74E-01,8.53E-01,8.72E-01,6.69E-01,7.85E-01,6.08E-01
1460.81,7.42E-01,1.43E-01,5.23E-01,6.72E-01,8.52E-01,8.72E-01,6.66E-01,7.86E-01,6.06E-01
1461.78,7.33E-01,1.40E-01,5.18E-01,6.68E-01,8.49E-01,8.69E-01,6.62E-01,7.85E-01,6.04E-01
1462.74,7.23E-01,1.36E-01,5.11E-01,6.61E-01,8.42E-01,8.63E-01,6.55E-01,7.81E-01,5.98E-01
1463.71,7.10E-01,1.30E-01,4.98E-01,6.49E-01,8.28E-01,8.50E-01,6.45E-01,7.73E-01,5.87E-01
1464.67,6.94E-01,1.23E-01,4.81E-01,6.31E-01,8.09E-01,8.30E-01,6.31E-01,7.58E-01,5.72E-01
1465.64,6.75E-01,1.15E-01,4.60E-01,6.08E-01,7.85E-01,8.06E-01,6.13E-01,7.40E-01,5.53E-01
1466.6,6.57E-01,1.07E-01,4.39E-01,5.84E-01,7.57E-01,7.79E-01,5.95E-01,7.20E-01,5.33E-01
1467.56,6.39E-01,9.88E-02,4.19E-01,5.58E-01,7.29E-01,7.51E-01,5.76E-01,7.00E-01,5.13E-01
1468.53,6.22E-01,9.13E-02,4.00E-01,5.33E-01,7.02E-01,7.24E-01,5.58E-01,6.81E-01,4.93E-01
1469.49,6.05E-01,8.37E-02,3.81E-01,5.07E-01,6.74E-01,6.97E-01,5.39E-01,6.62E-01,4.73E-01
1470.46,5.86E-01,7.48E-02,3.60E-01,4.78E-01,6.44E-01,6.68E-01,5.19E-01,6.42E-01,4.52E-01
1471.42,5.63E-01,6.39E-02,3.36E-01,4.45E-01,6.10E-01,6.34E-01,4.96E-01,6.19E-01,4.26E-01
1472.38,5.36E-01,5.09E-02,3.07E-01,4.07E-01,5.70E-01,5.95E-01,4.68E-01,5.90E-01,3.97E-01
1473.35,5.07E-01,3.71E-02,2.75E-01,3.65E-01,5.28E-01,5.52E-01,4.38E-01,5.59E-01,3.65E-01
1474.31,4.81E-01,2.46E-02,2.45E-01,3.25E-01,4.86E-01,5.10E-01,4.10E-01,5.28E-01,3.34E-01
1475.28,4.62E-01,1.54E-02,2.20E-01,2.91E-01,4.49E-01,4.72E-01,3.86E-01,5.00E-01,3.08E-01
1476.24,4.49E-01,9.68E-03,2.01E-01,2.64E-01,4.19E-01,4.40E-01,3.67E-01,4.78E-01,2.89E-01
1477.21,4.42E-01,6.56E-03,1.88E-01,2.43E-01,3.94E-01,4.13E-01,3.52E-01,4.59E-01,2.74E-01
1478.17,4.37E-01,4.63E-03,1.77E-01,2.25E-01,3.70E-01,3.88E-01,3.40E-01,4.43E-01,2.61E-01
1479.13,4.33E-01,3.02E-03,1.66E-01,2.07E-01,3.48E-01,3.64E-01,3.28E-01,4.27E-01,2.49E-01
1480.1,4.30E-01,1.47E-03,1.56E-01,1.89E-01,3.25E-01,3.40E-01,3.17E-01,4.12E-01,2.38E-01
1481.06,4.28E-01,3.03E-04,1.46E-01,1.73E-01,3.04E-01,3.17E-01,3.07E-01,3.98E-01,2.29E-01
1482.03,4.28E-01,1.21E-16,1.39E-01,1.60E-01,2.87E-01,2.98E-01,3.01E-01,3.87E-01,2.22E-01
1482.99,4.31E-01,9.18E-04,1.35E-01,1.51E-01,2.74E-01,2.83E-01,2.97E-01,3.80E-01,2.19E-01
1483.96,4.36E-01,3.08E-03,1.36E-01,1.46E-01,2.66E-01,2.73E-01,2.97E-01,3.77E-01,2.20E-01
